HomeID,VillageCode,Area,WealthRanking,nMembersAdjusted,nGenerations,Composition,NonNormativeComposition,OwnHouse,OwnGuesthouse,OwnFarm,HousingCharacteristics,fHousing,LandSize,LandSizeGeneratingIncome,nCars,nMotorcycles,nBicycles,Toilet,Water,HotWater,Electricity,AC,Fridge,Washer,RiceCooker,TV,TVViewing,CellPhone,Computer,InternetAccess,MedicineAtHome,Livestock,LivestockSales,nPigs,nGoats,nPoultry,nOxen,nHorses,nPigsSold,nGoatsSold,nPoultrySold,nOxenSold,nHorsesSold,PrimarySourceHouseholdIncome,SecondarySourceHouseholdIncome,HHIncomeMonthONLY,HHOtherIncomeONLY,HHIncomeTotalLastYear,HHTotalMonthIncome,HHIncomeIncomplete,IncomeFromRemittance,RegularIncomeFromLand,GovtLumpsumReceived,DibaoPerYear,GovtLandCompensation,HouseholdDebt,SourceOfHouseholdDebt,MajorShockLast5Years,MajorShockLifetime,FoodInsecurityLast5Years,FoodInsecurityChildhood,PctFoodHome,PctFoodMarket,FamilyConditionComparedOtherHouseholds,FamilyConditionCompared10YearsAgo,LastBabyBirthPlace,MotherBirthPlace,LastTimeToClinic,LastTimeToClinicReason,LastTimeToHospital,LastTimeToHospitalReason
182,3.1,3,Average,8,3,Matrilineal,,1,0,1,Brick,,15,0,2,0,1,2,2,1,1,0,1,1,1,1,4,1,0,1,1,1,1,15,0,28,0,0,30,0,10,0,0,Agriculture,Welfare and Subsidy,2300,12000,39600,3300,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,100,0,5,Better,City,Home,Few months ago,Post delivery check up,Few months ago,Baby delivery
183,3.1,3,Poor,5,3,Matrilineal,,1,0,1,Wood,D,19,1,1,1,0,1,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,9,0,12,2,0,0,0,0,0,0,Salary (Irregular),,2000,0,24000,2000,0,0,0,E,-998,,0,,No shock,-999,Always enough,Sometimes not enough,100,0,2,Better,Home,Home,Few months ago,Pain,Last year,Stomach ache
184,3.1,3,Average,5,3,Matrilineal,,1,0,1,Wood,,999,0,0,1,1,0,0,0,1,0,1,1,1,1,4,1,0,0,0,1,1,6,0,4,0,0,0,0,0,0,0,Salary (Regular),,2200,0,26400,2200,0,0,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,95,5,6,Better,Yongning,Home,Never,Na,Few years ago,Baby delivery
185,3.1,3,Poor,4,3,Matrilineal,,1,0,1,Brick,,12,0,0,1,0,0,0,0,1,0,0,1,1,1,4,1,0,1,0,1,1,2,0,20,0,0,0,0,0,0,0,-997,,0,0,0,0,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,80,20,1,Worse,City,Home,Few months ago,Flu,Few years ago,Birth complication
187,3.1,3,Average,5,3,Matrilineal,,1,0,1,Wood,,12,0,0,0,1,2,2,1,1,0,1,1,1,1,3,1,1,1,1,1,1,15,0,10,0,0,6,0,0,0,0,Agriculture,,0,5000,5000,416.6666667,0,0,0,E,-998,,12000,Education,Death,No shock,Always enough,Sometimes not enough,95,5,5,Better,Home,Home,Few months ago,Flu,Never,Na
188,3.1,3,Rich,6,3,Matrilineal,,1,0,1,Wood,,9,0,1,1,0,2,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,6,0,10,0,0,0,0,0,0,0,Gifts and Remittances,,5000,0,60000,5000,0,60000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,City,Home,Never,Na,Few years ago,Surgery
189,3.1,3,Average,6,3,Patrilineal,,1,0,1,Concrete,,15,0,1,0,0,2,2,1,1,0,1,1,1,1,4,1,0,1,1,1,1,6,0,10,0,0,1,0,0,0,0,Agriculture,,0,3700,3700,308.3333333,0,200,0,E,-998,,0,,Accident,No shock,Always enough,Always enough,90,10,5,Better,Home,Home,Never,Na,Long time ago,Body check
191,3.1,3,Rich,6,3,Matrilineal,,1,0,1,Wood,,6,0,1,0,1,0,2,1,1,0,1,1,1,1,3,1,0,0,0,1,1,7,0,25,0,0,0,0,0,0,0,Salary (Irregular),Agriculture,0,20000,20000,1666.666667,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,80,20,5,Better,Ninglang,Home,-999,-999,Long time ago,Delivery
192,3.1,3,Average,7,3,Patrilineal,,1,0,1,Wood,,10,0,0,2,0,2,2,1,1,0,1,1,1,1,3,1,1,1,1,1,1,5,30,7,4,0,0,0,0,0,0,Agriculture,,0,0,0,0,0,0,0,E,-998,,15000,,No shock,No shock,Always enough,Always enough,100,0,2,Better,Home,Home,Few months ago,Flu,Few months ago,Flu
193,3.1,3,Rich,7,3,Matrilineal,,1,0,1,Wood,,15,0,1,1,1,2,3,0,1,0,1,1,1,1,3,1,0,1,0,1,1,7,0,17,1,0,0,0,0,0,0,Salary (Irregular),,0,9500,9500,791.6666667,0,3500,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,90,10,6,Better,Ninglang,Home,Last year,Flu,Never,Na
194,3.1,3,Average,4,2,Nuclear,,1,0,1,Concrete,,15,0,1,2,0,2,2,1,1,0,1,1,1,1,3,1,0,0,0,1,1,9,0,10,1,0,9,0,0,0,0,Agriculture,,0,11000,11000,916.6666667,0,0,0,E,-998,,218000,Car purchase,Illness,No shock,Always enough,Sometimes not enough,100,0,5,Better,Home,Home,Few months ago,Flu,Few years ago,Kidney failure
195,3.1,3,Average,6,3,Matrilineal,,1,0,1,Brick,,6,0,0,2,0,1,2,1,1,0,1,1,1,1,3,1,0,1,0,1,1,5,0,8,0,0,8,0,0,0,0,Agriculture,Salary (Irregular),0,13500,13500,1125,0,0,0,E,-998,,10000,Education,No shock,No shock,Always enough,Sometimes not enough,95,5,3,Better,City,Home,Last year,Flu,Never,Na
196,3.1,3,Average,6,3,Matrilineal,,1,0,1,Wood,,9,0,0,1,0,2,2,1,1,0,1,1,1,1,3,1,0,1,0,1,1,5,0,23,0,0,0,0,0,0,0,Salary (Irregular),Agriculture,0,12500,12500,1041.666667,0,0,0,E,-998,,0,,No shock,Illness,Always enough,Sometimes not enough,90,10,3,Better,Home,Home,Few months ago,Flu,Long time ago,Eye problem
197,3.1,3,Very Poor,4,3,Matrilineal,,1,0,1,Brick,,30,0,1,0,1,2,1,0,1,0,1,1,1,1,4,1,0,1,0,1,1,6,0,12,3,0,7,0,5,0,0,Agriculture,,0,4000,4000,333.3333333,0,0,0,E,-998,,0,,Death,No shock,Always enough,Sometimes not enough,100,0,1,Better,Home,Home,Long time ago,Flu,Few months ago,Bones broke
198,3.1,3,Rich,5,2,Nuclear,1,1,0,1,Concrete,,10,0,0,1,0,3,2,1,1,0,1,1,1,1,3,1,0,0,0,1,1,6,3,11,3,0,6,0,0,0,0,Agriculture,Gifts and Remittances,0,11500,11500,958.3333333,0,6000,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,95,5,7,Better,Home,Home,Few years ago,Feet pain,Few years ago,Feet pain
199,3.1,3,Average,6,3,Matrilineal,,1,0,1,Wood,,999,0,0,1,0,2,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,6,0,11,1,0,1,0,1,0,0,Agriculture,,0,3000,3000,250,0,3000,0,E,-998,,10000,Property purchase-repair,No shock,No shock,Always enough,Sometimes not enough,90,10,4,Better,Home,Home,Never,Na,Never,Na
201,3.1,3,Average,7,3,Matrilineal,,1,0,1,Concrete,,999,0,1,3,0,0,2,0,1,0,1,1,1,1,3,1,1,1,1,1,1,17,0,8,5,0,15,0,0,0,0,Agriculture,Gifts and Remittances,0,23000,23000,1916.666667,0,3320,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,50,50,5,Better,Home,Home,Long time ago,-999,Long time ago,Ice skating accident
202,3.1,3,Average,7,3,Matrilineal,,1,0,1,Wood,,25,0,0,3,1,0,2,1,1,0,1,1,1,1,3,1,0,0,1,1,1,12,0,12,4,0,12,0,0,0,0,Agriculture,Salary (Irregular),0,36000,36000,3000,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,85,15,5,Better,Ninglang,Home,Last year,Constipation,Few years ago,Constipation
204,3.1,3,Rich,12,3,Matrilineal,,1,0,1,Wood,,20,0,0,0,0,3,2,1,1,0,1,1,1,1,3,1,0,1,1,1,1,15,0,20,6,0,0,0,0,0,0,Agriculture,,0,10000,10000,833.3333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Never enough,95,5,5,Better,City,Home,Few years ago,Tripped and fell,Few years ago,Tripped and fell
205,3.1,3,Poor,3,3,Patrilineal,1,1,0,1,Wood,,8,0,0,0,0,1,2,1,1,0,1,1,1,1,3,1,0,0,0,1,1,3,0,20,0,0,0,0,0,0,0,Agriculture,Gifts and Remittances,0,5000,5000,416.6666667,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,95,5,3,Worse,Ninglang,Home,Last year,Feet pain,Last year,Body check
207,1.1,1,Poor,7,3,Patrilineal,1,1,-998,3,Wood,,999,0,1,1,0,0,3,1,1,0,1,1,1,1,3,1,0,1,1,1,1,6,1,10,0,0,0,0,0,0,0,Tourism,,2000,0,24000,2000,0,0,0,0,No,,-999,,No shock,No shock,Always enough,Always enough,55,35,3,Better,Ninglang,Home,Few months ago,Immunization,Few years ago,Delivery
208,1.1,1,Average,7,3,Patrilineal,1,1,1,3,Wood,,8.5,-999,1,2,0,2,3,1,1,0,1,1,1,1,3,1,1,1,0,1,1,12,0,12,0,0,0,0,0,0,0,Tourism,Property and Rent,4000,20000,68000,5666.666667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Sometimes not enough,55,35,5,Better,Ninglang,Home,Few years ago,Flu,Never,Na
209,1.1,1,Average,11,4,Bilateral,,1,1,3,Wood,,15,-999,1,2,5,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,12,0,12,0,0,0,0,0,1,0,Property and Rent,Tourism,0,200000,200000,16666.66667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Sometimes not enough,15,85,7,Better,Ninglang,Home,Few months ago,Nail in foot,Last year,Body check
211,1.1,1,Very Rich,6,3,Patrilineal,1,1,1,0,Concrete,P,999,-999,1,6,1,3,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,0,1,30,0,0,0,0,0,0,0,Property and Rent,Business,30000,280000,640000,53333.33333,0,0,R,0,No,,0,,Death,No shock,Always enough,Sometimes not enough,30,70,2,Better,Ninglang,Home,Long time ago,Na,Few months ago,Body check
212,1.1,1,Very Poor,15,3,Patrilineal,1,1,0,3,Wood,,18,0,2,2,1,2,3,0,1,0,1,1,1,1,3,1,0,0,1,1,1,6,0,15,0,0,0,0,0,0,0,Tourism,,8000,0,96000,8000,0,0,0,0,No,,0,,No shock,No shock,Always enough,Sometimes not enough,30,70,1,Better,Ninglang,Home,Few years ago,Blood pressure,Never,Na
213,1.1,1,Average,9,2,Matrilineal,,1,0,3,Wood,,20,0,1,1,0,3,3,1,1,0,1,1,1,1,4,1,0,1,1,1,1,10,0,0,0,0,10,0,0,0,0,Tourism,Agriculture,2000,10000,34000,2833.333333,0,0,0,0,No,,0,,No shock,Fire,Always enough,Always enough,55,45,3,Better,Ninglang,Home,Few months ago,Flu,Last year,Feet pain
216,1.1,1,Poor,10,3,Matrilineal,,1,1,3,Wood,,999,-999,1,1,0,2,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,3,0,12,0,0,0,0,0,0,0,Tourism,Property and Rent,0,55000,55000,4583.333333,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,30,70,-999,Better,Ninglang,Home,Few months ago,Sore throat,Few years ago,-999
217,1.1,1,Rich,9,3,Matrilineal,,1,1,0,Concrete,,1.5,0,1,0,0,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,3,0,5,0,0,0,0,0,0,0,Tourism,,0,175000,175000,14583.33333,0,0,0,0,No,,2000000,Property purchase-repair,Accident,No shock,Always enough,Sometimes not enough,40,60,5,Better,City,Home,Long time ago,Flu,Last year,Car accident
218,1.1,1,Average,8,3,Matrilineal,,1,1,3,Wood,,12,-999,2,1,1,2,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,5,0,23,0,0,0,0,0,0,0,Property and Rent,Tourism,0,65000,65000,5416.666667,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,70,30,5,Better,Ninglang,Home,Last year,Flu,Long time ago,Baby delivery
219,1.1,1,Rich,5,3,Patrilineal,1,1,1,3,Wood,,13,-999,0,2,0,2,3,1,1,0,1,1,1,1,3,1,1,1,1,1,0,5,0,15,0,0,0,0,0,0,0,Property and Rent,Tourism,2000,100000,124000,10333.33333,0,0,R,0,No,,0,,No shock,No shock,Always enough,Sometimes not enough,30,70,5,Better,Home,Home,Few months ago,Eye problem,Few months ago,Eye problem
221,1.1,1,Rich,8,3,Matrilineal,,1,1,3,Wood,,12,-999,1,2,1,2,3,1,1,0,1,1,1,1,3,1,0,1,1,1,0,3,0,9,0,0,0,0,0,0,0,Property and Rent,Tourism,-999,60000,60000,4001,0,0,R,0,No,,0,,No shock,No shock,Always enough,Always enough,30,70,5,Better,Ninglang,Home,Last year,Flu,Never,Na
223,3.2,3,Average,5,3,Patrilineal,1,1,0,1,Wood,,12,0,1,1,0,1,0,1,1,0,1,1,1,1,3,1,1,0,1,1,1,5,0,9,1,2,0,0,0,0,0,Salary (Irregular),Agriculture,0,21000,21000,1750,0,1000,0,E,-998,,8400,Education,Earthquake,No shock,Always enough,Always enough,85,15,2,Better,Home,Home,Last year,Flu,Last year,Toe problem
224,3.2,3,Rich,9,4,Bilateral,,1,0,1,Wood,,12,0,0,0,2,0,0,0,1,0,0,1,1,1,3,1,0,1,1,1,1,5,0,12,0,1,3,0,0,0,0,Agriculture,Salary (Irregular),500,8350,14350,1195.833333,0,6000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,City,Home,Few months ago,Body check,Few years ago,Galdbladder
226,3.2,3,Poor,10,3,Bilateral,,1,0,1,Wood,D,20,0,0,2,0,0,0,0,1,0,1,1,1,1,4,1,0,0,0,1,1,2,0,12,9,0,0,0,0,0,2,Agriculture,Salary (Irregular),500,6300,12300,1025,0,800,0,E,-998,,0,,Death,No shock,Always enough,Never enough,90,10,1,Better,Ninglang,Home,Never,Na,Last year,Baby delivery
227,3.2,3,Rich,8,3,Matrilineal,,1,0,1,Wood,,25,0,0,1,1,0,1,1,1,0,1,1,1,1,4,1,0,0,0,1,1,12,0,20,15,2,0,0,0,0,0,Salary (Irregular),Agriculture,0,7000,7000,583.3333333,0,5000,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,90,10,3,Better,Home,Home,Never,Na,Never,Na
229,3.2,3,Rich,5,3,Matrilineal,,1,0,1,Wood,,12,0,0,0,0,0,0,0,1,0,1,1,1,1,3,1,0,1,1,1,0,13,0,26,0,2,0,0,0,0,0,Gifts and Remittances,,0,13500,13500,1125,0,9000,0,E,-998,,0,,Earthquake,No shock,Always enough,Sometimes not enough,80,20,-999,Better,City,Home,Never,Na,Last year,Feet pain
230,3.2,3,Average,6,3,Patrilineal,1,1,0,1,Wood,,999,0,0,1,0,1,1,1,1,0,0,0,1,1,4,1,0,0,1,1,1,3,0,28,2,0,10,0,0,0,0,Agriculture,,0,3500,3500,291.6666667,0,0,0,E,-998,,8000,Property purchase-repair,Illness,No shock,Always enough,Never enough,95,5,3,Better,Home,Home,-999,-999,Few months ago,Kidney stone
232,3.2,3,Poor,3,2,Nuclear,1,1,0,1,Wood,,16,0,0,0,0,0,0,0,1,0,1,0,1,1,3,1,0,0,0,1,1,5,0,27,0,2,8,0,0,0,0,Agriculture,Welfare and Subsidy,2400,10600,39400,3283.333333,0,6600,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,80,20,5,Better,Home,Home,Never,Na,Never,Na
233,3.2,3,Rich,7,3,Matrilineal,,1,0,1,Wood,,6,0,0,1,0,1,1,1,1,0,1,1,1,1,3,1,0,1,1,1,0,4,0,5,2,0,0,0,0,0,0,Salary (Irregular),,1500,0,18000,1500,0,0,0,E,-998,,0,,Death,No shock,Always enough,Never enough,95,5,4,Better,City,Home,Last year,Back pain,Last year,Car accident
234,3.2,3,Average,6,3,Matrilineal,,1,0,1,Wood,,10,0,0,0,0,1,0,1,1,0,0,1,1,1,4,1,0,0,0,1,1,4,0,17,5,0,0,0,0,2,0,Agriculture,,0,11500,11500,958.3333333,0,4000,0,E,-998,,0,,No shock,No shock,Always enough,Never enough,85,15,5,Better,City,Home,Never,Na,Never,Na
235,3.2,3,Very Rich,16,3,Bilateral,,1,0,1,Wood,,28,0,4,2,4,3,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,11,0,28,7,1,9,0,0,2,0,Agriculture,Gifts and Remittances,0,96000,96000,8000,0,76000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,95,5,7,Better,City,Home,Never,Na,Never,Na
237,3.2,3,Rich,7,3,Matrilineal,,1,0,1,Wood,,12,0,1,2,2,1,2,0,1,0,1,1,1,1,4,1,0,0,1,1,0,5,0,22,1,2,0,0,0,0,0,Salary (Irregular),,2000,4000,28000,2333.333333,0,4000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Yongning,Home,Few months ago,Flu,Few years ago,Baby delivery
238,3.2,3,Rich,7,3,Patrilineal,1,1,0,1,Wood,,12,0,2,2,0,2,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,5,0,22,1,2,20,0,0,0,0,Salary (Irregular),Agriculture,1000,12000,24000,2000,0,5000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,75,25,5,Better,Yongning,Home,Never,Na,Few years ago,Baby delivery
239,3.2,3,Poor,4,2,Nuclear,1,1,0,1,Wood,,10,0,0,1,1,0,0,0,1,0,0,1,1,1,3,1,0,1,0,1,1,5,0,8,1,0,0,0,0,0,0,Gifts and Remittances,Agriculture,0,15500,15500,1291.666667,0,7500,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,95,5,1,Better,Home,Home,Never,Na,Never,Na
240,3.2,3,Poor,5,3,Matrilineal,,1,0,1,Wood,,12,0,0,1,0,1,3,0,1,0,1,1,1,1,3,1,0,0,1,1,0,8,1,20,1,1,0,0,0,0,0,Salary (Irregular),Agriculture,0,3500,3500,291.6666667,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,95,5,5,Better,Home,Home,Never,Na,Never,Na
241,3.2,3,Rich,5,3,Patrilineal,1,1,0,1,Wood,,17,0,1,1,2,0,2,1,1,0,1,1,1,1,3,1,0,0,1,1,0,5,0,16,4,0,0,0,0,0,0,Agriculture,Gifts and Remittances,0,2500,2500,208.3333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,85,15,5,Better,Ninglang,Home,Few months ago,Flu,Never,Na
242,3.2,3,Rich,8,3,Matrilineal,,1,0,1,Wood,,16,0,1,1,0,0,1,0,1,0,1,1,1,1,3,1,0,0,0,1,1,10,0,15,4,0,2,0,0,0,0,Agriculture,Gifts and Remittances,1000,800,12800,1066.666667,0,12000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Ninglang,Home,Few months ago,Flu,Never,Na
243,3.2,3,Average,8,3,Matrilineal,,1,0,1,Wood,,12,0,0,1,2,0,0,0,1,0,1,1,1,1,3,1,0,0,0,1,0,4,0,10,5,0,0,0,0,0,0,Agriculture,Salary (Irregular),2000,4000,28000,2333.333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,85,15,5,Better,City,Home,Never,Na,Few years ago,Baby delivery
244,3.2,3,Average,10,3,Bilateral,,1,0,1,Wood,,20,0,0,3,0,0,0,0,1,0,1,1,1,1,3,1,0,0,0,1,1,10,2,42,1,3,0,0,0,0,1,Gifts and Remittances,Agriculture,0,65500,65500,5458.333333,0,37500,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Home,Home,Never,Na,Never,Na
245,3.2,3,Very Poor,3,1,Other,1,1,0,1,Wood,,35,0,1,1,2,0,0,0,1,0,0,0,1,1,3,1,0,0,0,1,1,5,27,30,1,4,0,0,0,0,0,Salary (Irregular),,0,0,0,0,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,80,20,5,No change,Home,Home,Never,Na,Never,Na
246,3.2,3,Rich,4,2,Nuclear,1,1,0,1,Brick,,997,0,-997,1,1,0,0,0,1,0,0,1,1,1,3,1,0,1,0,1,0,-997,-997,-997,-997,-997,0,0,0,0,0,Gifts and Remittances,,0,8000,8000,666.6666667,0,8000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,85,15,5,Better,Home,Home,Never,Na,Never,Na
247,3.2,3,Average,8,3,Bilateral,,1,0,1,Brick,,30,0,0,1,1,2,3,1,1,0,1,1,1,1,4,1,0,0,0,1,0,6,0,45,0,2,0,0,0,0,0,Gifts and Remittances,,1300,0,15600,1300,0,15600,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,80,20,5,Better,Yongning,Home,Never,Na,Never,Na
248,3.2,3,Very Rich,8,3,Bilateral,,1,0,0,Brick,,0,0,3,1,1,3,0,1,1,0,1,1,1,1,4,1,1,1,1,1,0,0,0,35,0,0,0,0,0,0,0,Salary (Regular),,15000,10000,190000,15833.33333,0,10000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,70,30,8,Better,Ninglang,Home,Never,Na,Few months ago,_____
249,3.2,3,Rich,3,2,Nuclear,1,1,0,1,Wood,,4,0,0,1,0,2,3,0,1,0,0,1,1,1,3,1,0,1,0,1,0,7,0,15,0,0,0,0,0,0,0,Salary (Regular),,6000,0,72000,6000,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,95,5,5,Better,Home,Home,Never,Na,Never,Na
250,3.2,3,Very Poor,1,1,Other,1,1,0,1,Wood,,10,0,1,1,0,0,0,0,1,0,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Salary (Irregular),Gifts and Remittances,800,500,10100,841.6666667,0,500,0,E,-998,,5000,Property purchase-repair,No shock,No shock,Always enough,Sometimes not enough,85,15,3,Better,Home,Home,Never,Na,Few years ago,Car accident
251,3.2,3,Average,7,2,Patrilineal,1,1,0,1,Wood,,23,0,1,1,0,0,0,0,1,0,0,0,1,1,3,1,0,0,1,1,1,3,0,17,3,0,0,0,0,1,0,Agriculture,Salary (Irregular),2000,6500,30500,2541.666667,0,3000,0,E,-998,,0,,Death,No shock,Always enough,Always enough,80,20,4,Better,Home,Home,Few months ago,Flu,Never,Na
252,3.2,3,Rich,7,3,Matrilineal,,1,0,1,Wood,,10,0,2,1,0,0,0,1,1,0,1,1,1,1,4,1,0,1,0,1,1,5,0,8,0,0,5,0,0,0,0,Agriculture,Gifts and Remittances,0,10000,10000,833.3333333,0,3000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Home,Home,Never,Na,Never,Na
253,3.2,3,Very Rich,4,2,Nuclear,1,1,0,1,Wood,,27,0,1,1,0,2,3,1,1,0,1,1,1,1,3,1,1,0,0,1,1,12,0,15,7,0,7,0,0,3,0,Agriculture,Business,0,89500,89500,7458.333333,0,4500,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,95,5,5,Better,Home,Home,Few months ago,Dentist,Never,Na
254,3.2,3,Average,4,3,Matrilineal,,1,0,1,Wood,,9,0,1,1,0,0,0,0,1,0,1,1,0,1,4,1,1,1,1,1,0,6,0,22,2,0,0,0,0,0,0,Business,,0,10000,10000,833.3333333,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,90,10,2,Better,Ninglang,Home,Never,Na,Last year,Body pain
255,3.2,3,Average,5,3,Matrilineal,,1,0,1,Wood,,10,0,0,2,0,0,0,0,1,0,1,1,1,1,3,1,0,0,1,1,1,8,0,25,1,0,0,0,0,1,0,Agriculture,Salary (Regular),1400,8000,24800,2066.666667,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,90,10,5,Better,Ninglang,Home,Few months ago,Arthritis,Never,Na
256,3.2,3,Average,9,3,Bilateral,,1,0,1,Brick,,31.79,0,0,1,0,0,0,0,1,0,0,1,1,1,4,1,0,0,1,1,0,16,0,26,0,0,0,0,0,0,0,Agriculture,Salary (Irregular),1500,19000,37000,3083.333333,0,14000,0,E,-998,,0,,Earthquake,No shock,Always enough,Sometimes not enough,80,20,3,Better,Ninglang,Home,Never,Na,Few years ago,Work accident
257,3.2,3,Rich,6,3,Matrilineal,,1,0,1,Wood,,24,0,2,1,0,0,3,1,1,0,1,1,1,1,4,1,0,1,1,1,0,13,0,19,1,0,0,0,0,0,0,Salary (Regular),,3500,0,42000,3500,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,95,5,5,Better,Home,Home,Few months ago,Diabetes,Never,Na
258,3.3,3,Rich,9,3,Matrilineal,,1,0,1,Wood,,25,0,1,1,0,1,3,0,1,0,1,1,1,1,3,1,0,1,1,1,1,30,0,30,15,0,11,0,0,3,0,Agriculture,Welfare and Subsidy,4500,40300,94300,7858.333333,0,18900,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,100,0,5,Better,Ninglang,Home,Never,Na,Few years ago,Feet surgery
259,3.2,3,Average,5,3,Matrilineal,,1,0,1,Wood,,18,0,2,2,0,1,3,1,1,0,1,1,1,1,3,1,1,1,1,1,1,25,0,37,1,0,22,0,0,0,0,Agriculture,,0,19000,19000,1583.333333,0,4000,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,95,5,7,Better,Yongning,Home,Never,Na,Few years ago,Galdbladder
260,3.2,3,Very Poor,2,2,Nuclear,1,1,0,1,Wood,,4,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0,0,1,0,6,0,12,0,1,0,0,0,0,0,Agriculture,Welfare and Subsidy,0,3700,3700,308.3333333,0,0,0,EP,-998,,0,,Death,No shock,Always enough,Always enough,90,10,1,Better,Home,Home,-998,-998,-998,-998
263,3.3,3,Average,4,2,Nuclear,1,1,0,1,Concrete,,2,0,0,0,1,1,3,1,1,0,0,1,1,1,3,1,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,Salary (Irregular),,2000,1000,25000,2083.333333,0,1000,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,90,10,5,Better,Home,Home,Never,Na,Few months ago,Blood pressure
265,3.3,3,Average,5,2,Matrilineal,,1,0,1,Wood,,11,0,0,0,0,3,3,1,1,0,1,1,1,1,3,1,0,1,1,1,1,9,0,15,2,1,5,0,0,0,0,Agriculture,,0,4500,4500,375,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Always enough,85,15,5,Better,Home,Home,Never,Na,Few years ago,Stomach ache
266,3.2,3,Average,8,4,Matrilineal,,1,0,1,Wood,,10,0,1,1,0,0,2,0,1,0,1,1,1,1,3,1,0,0,1,1,0,6,0,6,1,3,0,0,0,0,0,Salary (Regular),Agriculture,2000,0,24000,2000,0,0,0,E,-998,,0,,Illness,No shock,Always enough,Always enough,80,20,5,No change,Ninglang,Home,Never,na,Few months ago,____
267,3.3,3,Average,5,3,Patrilineal,1,1,0,1,Wood,,5,0,1,0,1,1,2,0,1,0,1,1,1,1,3,1,0,0,1,1,0,0,0,25,0,0,0,0,0,0,0,Salary (Regular),Welfare and Subsidy,5000,0,60000,5000,0,0,0,E,-998,,0,,Death,No shock,Always enough,Always enough,75,25,5,Better,Ninglang,Home,Few months ago,Flu,Never,Na
268,3.3,3,Rich,4,2,Matrilineal,,1,0,2,Brick,,9,0,1,2,0,2,3,1,1,0,1,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Salary (Regular),,3000,0,36000,3000,0,0,0,E,-998,,0,,No shock,No shock,Always enough,Sometimes not enough,75,25,5,Better,Ninglang,Home,Never,Na,Few years ago,Baby delivery
